GENEID;Series1_NHBE_Mock_1;Series1_NHBE_Mock_2;Series1_NHBE_Mock_3;Series1_NHBE_SARS.CoV.2_1;Series1_NHBE_SARS.CoV.2_2;Series1_NHBE_SARS.CoV.2_3;Series2_A549_Mock_1;Series2_A549_Mock_2;Series2_A549_Mock_3;Series2_A549_SARS.CoV.2_1;Series2_A549_SARS.CoV.2_2;Series2_A549_SARS.CoV.2_3;Series3_A549_Mock_1;Series3_A549_Mock_2;Series3_A549_RSV_1;Series3_A549_RSV_2;Series4_A549_Mock_1;Series4_A549_Mock_2;Series4_A549_IAV_1;Series4_A549_IAV_2;Series5_A549_Mock_1;Series5_A549_Mock_2;Series5_A549_Mock_3;Series5_A549_SARS.CoV.2_1;Series5_A549_SARS.CoV.2_2;Series5_A549_SARS.CoV.2_3;Series6_A549.ACE2_Mock_1;Series6_A549.ACE2_Mock_2;Series6_A549.ACE2_Mock_3;Series6_A549.ACE2_SARS.CoV.2_1;Series6_A549.ACE2_SARS.CoV.2_2;Series6_A549.ACE2_SARS.CoV.2_3;Series7_Calu3_Mock_1;Series7_Calu3_Mock_2;Series7_Calu3_Mock_3;Series7_Calu3_SARS.CoV.2_1;Series7_Calu3_SARS.CoV.2_2;Series7_Calu3_SARS.CoV.2_3;Series8_A549_Mock_1;Series8_A549_Mock_2;Series8_A549_Mock_3;Series8_A549_RSV_1;Series8_A549_RSV_2;Series8_A549_RSV_3;Series8_A549_HPIV3_3;Series8_A549_HPIV3_2;Series8_A549_HPIV3_1;Series9_NHBE_Mock_1;Series9_NHBE_Mock_2;Series9_NHBE_Mock_3;Series9_NHBE_Mock_4;Series9_NHBE_IAV_1;Series9_NHBE_IAV_2;Series9_NHBE_IAV_3;Series9_NHBE_IAV_4;Series9_NHBE_IAVdNS1_1;Series9_NHBE_IAVdNS1_2;Series9_NHBE_IAVdNS1_3;Series9_NHBE_IAVdNS1_4;Series9_NHBE_IFNB_4h_1;Series9_NHBE_IFNB_4h_2;Series9_NHBE_IFNB_6h_1;Series9_NHBE_IFNB_6h_2;Series9_NHBE_IFNB_12h_1;Series9_NHBE_IFNB_12h_2;Series15_HealthyLungBiopsy_2;Series15_HealthyLungBiopsy_1;Series15_COVID19Lung_2;Series15_COVID19Lung_1;Series16_A549.ACE2_Mock_1;Series16_A549.ACE2_Mock_2;Series16_A549.ACE2_Mock_3;Series16_A549.ACE2_SARS.CoV.2_1;Series16_A549.ACE2_SARS.CoV.2_2;Series16_A549.ACE2_SARS.CoV.2_3;Series16_A549.ACE2_SARS.CoV.2_Rux_1;Series16_A549.ACE2_SARS.CoV.2_Rux_2;Series16_A549.ACE2_SARS.CoV.2_Rux_3
ENSG00000081181;11.20756635;10.23866452;10.49555977;11.59176636;13.68066858;14.5619841;5.373637062;5.553880247;6.22131151;5.338955272;4.333509686;5.68572684;5.65599942;6.411909281;3.259822189;1.831352632;6.37670466;5.586801821;7.547198338;7.801205757;1.961508452;1.642246578;1.771597099;2.824914658;2.633363725;2.488817208;1.736103351;2.559584053;1.2861442;2.932667131;4.96133112;2.239477035;32.17376806;25.94190245;31.29886588;29.39721011;27.66073233;25.6072346;0.296146781;1.273535816;1.540020814;8.804060441;4.273275645;6.791924525;1.907893896;3.889096639;2.149309643;17.37519225;15.46118246;15.30597285;16.55399775;24.00534407;22.73176815;10.24574972;7.786176216;17.90282616;15.73392609;17.87572779;13.37532145;19.7773171;19.29067243;21.45491196;19.93835179;23.88955921;21.94617931;7.341213942;28.83819516;0.0;0.0;11.35049478;10.0391522;10.56062805;17.3790735;20.89879395;21.05227537;19.71203248;15.63736573;19.82442586
ENSG00000081237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENSG00000081320;7.95567824;8.208336449;9.697137617;5.675033169;7.533149716;6.235815232;4.276801492;3.65657659;3.607487592;4.90475412;3.301655403;4.195633255;1.787798713;1.912470699;1.525974511;1.032429533;6.092626167;6.074176909;7.889992573;9.289545031;4.206009044;4.078019007;4.708356105;6.770933685;8.047018462;7.922779216;2.91522471;4.870029757;3.449247029;3.507354206;3.236485262;1.217420997;9.870018514;6.586061675;9.437081992;12.24476557;14.28282195;11.91554515;0.858617862;5.615464534;5.999816534;4.597352252;3.871719021;4.961414404;6.157145919;6.323507159;7.519730504;12.03423455;13.34124411;14.17585234;14.4556302;19.0299801;14.80501078;11.25039819;15.57636882;14.18499547;11.80802966;17.5655497;7.074555856;10.61858187;11.43756517;19.13086785;19.32509133;13.62280941;11.29256174;16.37839757;15.5186212;31.30746425;20.78231096;4.627753644;4.693422645;5.367020331;9.590729937;7.051636322;8.681962385;10.17758647;8.550472312;9.047293663
ENSG00000081377;8.361333508;7.202005298;6.282897724;5.245130729;7.439916638;7.784412101;13.09865629;11.17307381;12.00231717;12.78806821;11.55792962;12.08496937;6.471296231;9.659050015;6.235685826;3.463817139;14.50296857;15.05778563;11.15527388;10.34779335;12.5352815;14.27570443;12.65856126;20.10263077;21.08581663;17.52242478;13.19435422;12.87317167;14.46297736;12.10219951;14.84354918;15.59523527;17.0784367;10.94238006;14.68937434;12.65965185;14.64720531;10.46945896;0.687434113;12.59126321;14.03436459;16.1636564;11.4807756;14.67098323;10.87262622;11.22351537;13.43221833;7.170198104;6.836085173;6.652580289;8.417158239;9.323050251;7.392391063;10.3336033;10.76392274;5.658652042;6.105048764;6.807406716;3.201105798;5.932186748;6.925771444;5.643183095;8.012668127;6.716377082;4.96612401;6.821722267;3.801587163;0.368274083;0.0;14.14956519;14.13745497;13.46233841;14.05835752;14.31184108;12.54461683;15.04332543;15.84960014;14.01361326
ENSG00000081479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENSG00000081721;15.17189561;19.61512572;22.71378256;20.01586581;15.69509261;18.74481985;52.45784428;47.48129147;43.44374571;53.34184847;48.11439822;49.5090884;21.75287976;26.7418726;24.00473011;23.97465499;49.55980964;49.76958296;91.54950194;53.64355432;49.16503729;62.05003007;57.1324524;81.27137549;68.62306472;92.05879954;54.96229086;49.64919488;54.94678788;93.12452949;71.28649451;78.83548498;48.33864485;47.07836615;46.03130821;54.56686476;49.9439194;50.23909813;18.08443698;55.50605312;47.39008786;51.41631088;51.42268739;59.16347149;64.7478939;68.5664887;72.33558164;19.14014599;20.36400479;28.91575747;33.18640917;31.05986034;29.58511014;23.949943;28.64001492;26.98449199;25.40805549;21.37510199;22.42126254;25.25945061;28.6046152;33.87953085;30.31386008;31.72264117;28.26088184;29.69944413;39.09208229;10.25814074;27.46494378;39.41309964;37.93689941;36.45237474;98.18137111;88.01388632;104.8277229;103.5926287;110.7653959;111.300819
ENSG00000081760;26.85524929;27.37543012;29.12699304;27.27327293;30.49930778;29.46841524;49.65808764;52.80655266;55.72021353;41.90173081;45.31890926;47.76399345;41.20795659;47.75670644;28.937805;36.78379003;38.27651868;32.78985958;24.27747807;27.79898335;43.20353896;39.58972075;41.66820075;25.39737567;28.59294363;24.89159113;34.84800915;40.93663995;35.37773465;24.44147476;26.20698216;27.60210469;26.40529817;31.16516528;32.50479353;22.6406104;17.95856101;24.45509547;7.995417359;47.08992552;46.69961764;46.61635566;46.08552574;40.67263874;38.12564998;40.5311262;34.83584698;43.85048134;44.93999717;43.58577382;47.46869022;51.44986368;57.62045481;51.69728246;54.10684636;47.48961393;48.05208969;48.37383202;34.9722711;41.22859269;39.08358961;43.20011399;45.03965839;41.0003096;41.25429097;9.625772933;7.778942645;3.771189948;0.0;41.63620148;42.54127744;37.75918871;32.68656979;29.18425476;30.25071777;35.81733558;32.36391757;37.06052749
ENSG00000081800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENSG00000081913;6.88463803;6.463450361;6.112798207;6.447333455;4.826118147;4.706653813;8.758662584;7.80690933;8.68218145;7.747129488;8.590412585;8.728633684;4.089837533;4.854529144;3.832257627;2.716259278;7.210685488;5.466156525;3.786778909;4.226323963;9.670137021;10.57348862;9.375861472;4.811036896;5.755810847;4.642605233;5.214346036;7.571171611;4.890410693;7.829508908;5.418633683;8.49269847;11.98852281;9.427955153;13.05630774;12.99447665;12.88468449;13.6576736;2.380904462;8.757656359;9.733620995;8.472491885;7.130380008;7.0187286;7.193901877;8.099716273;7.0221928;7.028415597;4.243909267;3.611649093;3.874250433;3.997676943;3.997911693;4.964114572;4.535388931;3.913792895;3.759566296;4.549634998;1.51711473;3.066703422;2.809167806;2.448939399;3.270640685;4.36232965;3.014972631;3.269702145;4.047505417;0.0;0.0;3.300049592;5.269048792;6.260492422;16.1769555;12.7899301;14.86599204;12.94358892;11.56891465;10.80357949
ENSG00000081923;24.8514386;23.28918108;25.01896971;20.40603027;23.5855629;20.87785646;15.88341569;15.33190064;16.63407639;14.75013785;13.62484066;15.00106449;5.606039115;7.638500888;4.128746551;2.966448437;10.69867665;10.52734914;14.63104206;9.506176306;13.95973611;15.79099652;14.63320864;19.256999;22.75925914;17.77625821;28.30710736;26.39796955;24.7869902;16.37362181;15.69668211;17.71316923;32.34040068;19.27826311;32.00916177;34.69918838;39.25412056;33.53615327;0.96450791;15.27416142;18.15179865;17.3245338;13.36517071;18.36777515;13.97738985;12.38910934;15.82050278;11.85664393;10.73323769;9.187406819;13.17898126;14.85476304;12.21128903;16.55403409;19.4173409;10.5072293;7.989872864;12.20564646;4.111340184;12.33709533;10.53099757;13.60613881;15.49699725;14.46879541;10.01814088;12.06365332;6.062683273;5.093272608;0.0;22.29752286;20.83207999;24.62395;15.68170903;9.611721089;9.90747988;16.50001163;17.10386554;15.94205755
ENSG00000082014;7.666081056;9.916657869;9.089479152;8.313107424;8.34921838;8.576718367;17.76021552;18.87253486;20.34513443;16.50050644;18.58926882;20.67343739;53.39636606;52.74753414;42.91020739;40.46031875;25.7448224;20.44112919;14.64927142;12.37342653;21.3379658;20.32058476;19.53695239;20.60693407;22.048784;21.69180769;7.242852013;5.812801866;8.308129235;14.20815267;13.0198256;20.34336207;1.616961712;2.045622342;1.003399969;1.678253114;1.111811983;1.467807489;26.00518064;19.70976046;18.52315616;5.92414067;6.110295154;6.748185816;10.63718026;10.07869313;8.927770609;6.040632417;6.316491883;6.293952566;5.01253886;3.656500366;3.657719674;8.026124456;8.173182073;4.251735806;3.232362832;4.11708646;5.655458353;5.323162391;3.738369297;3.859326078;4.329085245;4.456807686;4.074940534;44.82614641;16.11191071;3.602991335;0.0;18.13930964;15.60455418;14.45726386;19.13589534;18.54799682;20.14964245;20.98615505;24.09026607;15.93341693
ENSG00000082212;20.5838151;20.92488475;23.80978495;19.9322979;22.72350136;18.80536062;20.04272177;17.99152587;16.54936889;23.66622312;19.17565985;21.67611239;6.121707371;8.939796978;8.33449939;5.19691141;26.34203399;29.46357974;47.99574074;29.38704663;20.33130832;23.7048706;23.59150239;25.12810764;25.88575787;24.69812695;16.02750484;16.1305107;13.25285486;13.13172142;12.83565207;17.08439367;32.90022127;20.30130314;26.48519966;27.0016551;23.66731061;24.1803223;1.129613769;22.81024993;23.62454475;40.16018754;30.00119122;40.19796816;37.21576942;33.39932123;43.04774559;15.68838774;15.07944972;16.73448308;17.91015273;20.65154236;18.74016336;23.12910904;24.79251486;19.73541402;16.0255616;22.52262554;11.63052608;19.1449815;18.01794006;20.32714107;21.1854419;26.28747315;17.16794003;8.220170803;13.12072317;16.339314;0.0;23.68675782;20.84474048;21.21808721;14.80394653;13.74409637;14.20620825;11.37463286;11.92024426;13.27267553
ENSG00000082996;19.40890015;25.47924631;32.09615074;20.62614355;20.3055279;21.38598895;37.98520739;34.14503006;26.65585156;45.88360627;33.33027484;35.67944871;23.17462738;36.58186582;24.46051461;19.07164451;40.16748195;41.60963684;72.29129338;38.05086276;35.23671787;41.53415822;39.22683736;50.07364669;60.10077484;55.81725152;38.81974531;40.26872673;38.00030073;51.83192497;42.51467096;44.97783093;75.07490822;45.22735993;61.12190622;77.92064439;80.5451496;71.62071553;1.98261166;39.21928164;48.11317435;55.07448985;48.9916569;55.98474886;57.84237017;50.10229782;65.63582795;23.65205273;25.26084768;31.40478442;34.88315006;33.66081393;23.70954562;33.88656702;36.07123091;40.48007316;27.59186223;39.91760651;20.08682225;29.52097817;30.2199585;36.76178156;36.70731241;46.53981924;35.48327221;29.34887775;32.87918864;50.18564915;6.39838417;49.70886462;47.65120783;53.63460287;52.8852521;48.96885035;44.95452537;58.75198532;53.07832637;56.28244826
ENSG00000083123;8.471121439;7.551558435;10.22580811;6.599647108;9.308031562;7.281515967;10.21920665;9.011819117;7.70875962;10.71437797;9.697541235;10.55959979;5.583043243;6.905357125;4.107331924;4.052159259;8.978756349;10.71346335;10.16949294;5.753803243;10.68962804;11.26008314;12.6309198;11.93291289;11.07962771;10.26963235;11.31080379;6.135444484;8.916836247;6.488992923;10.97773497;4.129332896;18.8066536;12.3072444;15.91794947;8.927883388;7.763310567;6.761902952;0.546059917;8.297152197;10.22262369;6.842572641;4.858974995;6.887931563;7.772955603;7.829998136;7.804208846;7.261904934;8.281071385;9.407472697;12.03503109;10.80517277;11.05576497;14.77520482;10.33689269;10.55048211;8.626432378;6.990332434;3.999328126;10.04869885;9.162764149;9.870500764;12.31165887;8.935168216;6.795264141;5.952148259;1.332041776;0.526566082;0.0;10.11567397;10.44021459;12.62359;4.952404836;5.315161932;4.551067156;6.77143536;7.486584593;5.415394861
ENSG00000083168;19.06777805;19.10946877;18.84251773;16.34679881;18.53276823;18.35964057;12.90218889;12.40730658;14.88551244;11.87272831;11.87507356;13.04367477;3.977708506;4.892785785;3.573143349;2.59153171;16.88398859;16.94246635;26.09052365;16.98571283;14.33360568;15.45476495;14.6719518;18.63222331;18.0310795;17.0774128;8.687212311;10.68800421;6.838470724;22.40996002;20.92410097;15.663494;9.727641028;5.656036389;9.81544465;16.94107255;15.20440486;16.9104051;1.329360288;17.06152579;18.86319387;16.97815349;17.17468839;19.12145332;20.90324655;17.22716813;25.49196768;8.263008411;7.877973309;3.935374332;5.019733502;10.25659028;9.698408312;11.9409194;12.41980599;4.269181048;4.273396811;8.51635205;1.559804482;7.141965006;5.864162091;7.428778322;7.817367962;7.658926755;5.684287499;11.92484164;15.77611554;9.092570289;3.990863676;11.05907489;10.58487275;8.79421732;44.77865017;44.61132769;47.43977347;46.84969786;53.38286462;48.13530491
ENSG00000083223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENSG00000083290;5.042967523;5.630777176;6.087555064;5.149180897;5.556712424;5.43911692;12.29061908;12.95151092;12.82040915;11.64225851;11.35875143;12.83320557;5.66391061;8.33796219;5.248121486;4.705478978;16.96879083;15.49493516;13.93488991;13.70125223;11.13244054;12.35609818;12.06168878;17.08298728;18.20207915;16.74606889;4.116308091;5.05732015;4.869085637;5.150641239;5.518602179;6.555319925;1.406807463;1.24582897;1.577013255;1.985780755;2.400365169;1.850780588;1.126931834;10.74863448;12.39671346;7.86983606;5.993697009;6.368160738;11.4353815;9.630273626;11.15510964;6.724830604;5.118400948;4.604764673;5.745531668;6.467417309;5.978924855;8.057284966;8.022582106;5.034945536;3.871948267;5.689050088;2.539574892;4.309699096;4.381838495;4.91224176;4.954056348;5.302649756;3.727137822;6.233319022;3.657947371;1.253886239;5.595217159;6.506518787;7.552268824;7.639346917;8.440031787;8.543297463;8.499792315;11.85624278;9.957669364;9.671562591
ENSG00000083444;145.4228233;149.9546082;145.1923648;170.6782224;137.6976483;141.3033452;89.85122236;95.45936958;95.71864046;87.27653199;100.8098973;104.7357759;111.5247373;103.5889773;100.3889135;120.7338915;80.7776309;78.29702821;56.7580508;88.73871548;94.85166545;101.0412686;100.8679286;51.90463554;71.2902022;62.56587701;77.55405847;84.23469848;87.65349311;42.93637535;53.52235999;42.4225128;180.8818952;189.3141604;194.1037737;119.9247193;117.9678563;133.2520791;81.9619055;95.27190491;106.636868;215.4984082;225.6963702;210.7757083;88.61769669;101.7832028;73.6257718;130.7878284;122.6841711;96.64724084;103.6671859;125.8996776;127.9874133;130.5033564;125.9947733;89.48900624;103.7156782;108.08437;85.03675951;90.87375939;86.4630496;75.70526888;75.47906692;75.46590682;80.43335659;57.97297951;57.21898098;12.37801862;0.0;245.3819834;243.9360159;234.4639548;124.025379;110.8297884;95.56143562;112.5332866;135.6460724;113.1555491
ENSG00000083720;31.81154392;28.619602;30.895804;21.94445502;27.50187014;24.83283367;1.528182617;1.557328928;1.732448276;1.776787066;1.885550321;1.828112097;0.19737166;0.460865346;0.0;0.0;0.504466079;1.053376728;0.589410071;1.293096036;2.117871363;2.117205162;2.474295955;3.352218027;3.33323933;3.238966539;0.302157878;0.0;0.14923021;0.0;0.0;0.0;12.85671641;8.622443766;10.66032629;8.180065857;6.887538848;6.529271858;0.257712431;1.354533312;2.010232087;2.251754378;1.342858061;1.90858569;1.844760795;1.646447425;2.733616499;20.27228841;20.92939059;20.1437517;26.34166199;23.62671534;22.83963318;26.52633321;22.04353;22.75810215;18.33671823;24.42989908;11.04524691;19.76030564;18.3986633;21.87463487;23.26880063;22.92388391;18.01695564;10.17924954;6.38795391;0.0;0.0;0.54874508;1.106592523;1.197171881;0.458290686;0.627121337;0.0;0.313310994;0.954942189;0.85193006
ENSG00000083799;24.11378577;25.20591035;27.00465839;28.11460175;29.76333119;26.61022849;11.13766069;9.998191809;10.62536891;12.22663344;10.93358339;10.11854862;6.772315095;9.324365086;8.08784326;6.950587793;11.77379962;10.89557928;14.60492258;9.774119387;10.26143721;11.48307643;11.32747583;18.40367697;20.22225579;19.25055755;11.70007854;11.22414703;9.459248859;51.44068158;49.9246527;49.10215679;10.90733109;9.043341712;10.77632073;43.96298889;42.59777612;38.29145227;0.820197824;11.85511112;13.26947403;26.87419899;20.87582889;28.99979513;24.36527975;21.88184305;26.25272706;14.25828981;16.48259149;13.99946059;16.11935534;26.31443119;22.43037288;22.44690177;25.01461448;33.82503452;29.75774371;80.90735921;38.57341244;22.24794244;20.8364424;24.75865746;30.71376421;28.11695611;23.41420887;20.4521361;145.2168404;45.4777573;0.0;20.95729036;21.45548694;20.39539983;176.1211108;177.4671586;205.5776784;198.6813988;200.5876827;186.7449211
ENSG00000083807;3.938602918;5.259979209;2.862941902;5.171549387;2.21056706;3.174975147;16.1205664;14.5865686;14.52399373;14.45861418;18.10680242;14.85002964;19.21777373;18.64022805;13.3632087;18.32311456;10.39173711;11.64526427;7.260720914;3.252204232;13.53786007;11.30903474;13.18451967;9.474842419;8.882275683;7.571311584;8.685061526;8.536413832;13.29711493;10.02519208;14.89178603;14.0040596;1.335710082;1.29552115;0.989296747;1.38634056;1.224567008;1.686955821;29.38326496;12.91899847;12.94722778;5.761943571;7.274310249;5.928348879;7.650721116;13.2333571;6.547798683;1.609656408;2.76237095;2.245106037;1.380222063;2.091111768;2.884160999;2.422526937;1.038700366;0.951219737;1.857482448;1.700483646;2.109825894;2.442922434;2.573436301;2.479587694;1.836371239;2.171198804;1.898855063;4.254229527;2.185855583;1.190517207;0.0;9.069377128;7.449602822;7.185796543;3.951857385;6.909826461;4.842137358;7.204512481;3.888514593;5.203575424
ENSG00000084072;29.77736767;32.62090065;29.02468933;24.31869662;29.49912196;32.90581482;41.86238233;42.752244;43.77482535;40.95614967;41.00784359;39.83060142;29.07509643;30.68173825;30.71918027;32.44395093;44.70746751;46.5961945;53.82854413;52.14874937;37.53541803;35.41851266;39.00423435;42.00355536;38.11816246;39.86886056;27.63073035;27.72463607;27.78794636;29.4786239;19.7761838;32.9899745;30.54043765;28.68488564;30.92860933;25.70426269;26.8325657;24.70988045;43.88231917;38.44082009;35.58621252;31.33645576;28.38925097;31.35838598;36.21422543;35.61313561;35.31498318;40.98638721;39.55501426;40.40355007;43.1021964;38.6017643;40.6804208;43.33144161;41.02175655;37.41476098;35.35189737;36.1778833;37.69423178;39.73419247;37.3102365;37.18289306;35.9608774;33.84786044;33.72852525;36.72481512;31.32500209;2.474605899;16.56365261;33.60499609;34.44916261;31.45054152;26.01201412;27.47655929;26.10571463;33.22640356;28.76474667;26.72222338
ENSG00000084073;37.36451154;37.53446963;56.80635976;31.67818007;36.37747792;36.03415957;40.47371372;34.66470691;28.53342311;51.60191566;34.89043057;35.37835735;10.05261965;15.52716763;7.765088209;7.319665109;40.03001925;44.85873227;85.21230876;65.86053237;39.23439975;47.47058638;43.83371226;50.5611383;41.3660603;44.48272097;72.07851767;82.20781724;59.59356714;49.92089497;47.16649943;59.69918839;66.37424007;41.22568873;56.89527155;48.49013861;43.94816636;37.89335145;6.848307206;49.9016281;59.18934114;69.32320533;55.24214248;69.19148258;80.30213179;74.54007085;79.49158499;39.68357633;45.28307498;63.45176076;82.9413713;104.1802426;76.60664003;112.8658836;144.6426047;84.10735339;56.52615661;104.2675041;58.24537837;73.91856287;74.74504649;93.67411991;99.70457843;87.27314857;67.95910881;20.43448493;17.32676901;30.72614863;0.0;68.96093255;77.90004162;70.33164067;36.0276558;31.94081798;31.94223737;35.21099526;37.71171025;40.32521449
ENSG00000084090;57.54779288;54.22114622;60.39719359;43.73232606;51.68914873;58.25731647;90.84216231;85.92452983;89.44934451;94.00279496;84.32666776;91.10749591;34.21547318;47.71398982;28.5920427;37.98516085;104.9259488;84.55831075;112.492022;104.9688368;118.9319319;127.0021357;124.8312599;106.4076414;99.22634358;94.91954908;126.153785;119.0890559;114.5718485;96.34516829;101.9049752;121.9850056;99.53340322;92.57129451;93.52560077;66.90848354;68.33432952;63.21238338;42.59646743;115.2551804;122.1872541;102.271733;75.66936472;94.35620774;118.9244421;107.5900596;131.3794236;55.53716066;53.36701645;57.25399304;65.8832399;75.5797;65.33109109;64.38155317;61.85016582;57.66185248;51.27338184;55.68258289;40.81729168;59.10058957;56.17235326;66.41184812;73.92915172;72.33569792;56.0350858;76.60196125;53.36905725;14.98821574;16.26857566;111.6311725;113.5823361;103.5874005;67.23320314;58.26754158;57.25381742;64.19647372;78.76401734;73.73925151
ENSG00000084110;0.153546895;0.114296242;0.214800693;0.112374714;0.175805599;0.194833816;0.08733398;0.102298459;0.137510473;0.137218181;0.163268419;0.151412499;0.399484996;0.971995951;1.951415967;1.461728303;0.160164941;0.231535915;0.641602789;0.615825303;0.210755812;0.100829983;0.108771793;0.070953935;0.462998991;0.14867745;0.191866612;0.707185319;0.521176621;0.324105651;1.096609593;0.0;0.295079278;0.223983323;0.301246175;0.073503442;0.202894524;0.244567945;0.0;0.117288046;0.354575877;0.104622212;0.0;0.175925166;0.050202895;0.232327617;0.137037911;0.533397468;0.305125504;0.234937463;0.261353719;0.417963214;0.182044668;1.098515347;0.688395539;0.193974774;0.538580393;0.729229091;0.366216389;0.080951974;0.213192145;0.352144131;0.576497135;0.437942968;0.228810995;0.402782544;0.160963245;0.0;0.0;0.261334886;0.221896712;0.067075564;0.436513596;0.995536234;0.200569497;0.447634589;0.606376785;1.014309982
ENSG00000084112;45.47311697;43.45357753;46.79303117;45.20922402;42.37536477;45.1695744;37.8469707;36.92675866;38.82915322;33.8733322;32.06578304;41.78500647;11.76604239;13.92860767;18.1344759;15.90779491;37.02016677;30.64515988;27.40909922;33.34424461;33.16523334;36.31840903;33.03617668;53.62058969;53.23871323;44.03823783;20.87056351;20.38068802;19.99910926;21.79460456;22.6652649;17.29147722;11.16689607;8.150347154;12.80338506;31.41117227;26.14553641;27.84744452;2.0007856;31.34345307;31.99788616;59.14574881;52.75741868;56.84618932;39.10797054;37.26514774;37.25958527;34.65736579;28.18672472;19.51439961;22.1650784;43.4815126;39.63966461;45.60609802;50.39952541;18.747085;18.85884105;27.78972204;8.160327559;32.26125834;26.61193079;31.60758701;35.87650443;33.9845534;24.81153179;61.40665925;94.52988833;7.349940574;3.074779059;19.93191789;18.571164;18.39355364;24.65187265;23.88002037;21.83669445;25.36679735;21.62365305;22.9130462
ENSG00000084207;2829.220695;3065.91121;2753.365868;3401.423486;2518.130504;2861.878036;1984.050505;2049.167451;1867.893116;1677.34901;1838.307466;1847.561974;3372.119388;2636.244406;1778.061435;2381.422421;2055.648213;1832.346029;991.5322788;2257.627887;1957.407638;1762.655585;1582.177799;1022.757649;929.1742006;970.8458177;2906.675603;2901.153809;3106.606853;1927.858197;2205.86004;1897.249584;1523.837907;1858.29499;1638.429129;1142.010552;1120.221009;1126.425478;3526.601594;1835.969449;1637.636519;1281.013215;1350.47693;1203.405028;1001.644295;1224.445841;724.2085789;4316.668376;4114.573276;4353.758615;4119.157397;4037.29784;3819.483235;3716.213103;3595.148026;3928.109156;4440.484755;3483.531664;5232.249445;3734.863447;3800.274652;3649.660526;3368.605279;3237.294489;3641.763596;1370.935395;862.0412644;305.6399883;468.3125029;1938.072092;2053.889013;2113.710023;719.1527138;717.3861865;648.7042785;824.5229101;686.99005;856.8364181
ENSG00000084453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENSG00000084674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENSG00000084676;7.132641606;7.570044237;8.779260849;6.529723465;7.041180162;6.629588413;12.83007552;10.83058051;12.18856177;12.53429048;11.72473866;12.58200027;5.88997588;8.214073348;7.243971949;4.706373738;15.37964291;16.83623657;25.15705913;16.98203526;13.52136511;15.07755763;15.46169517;22.57112406;22.83201308;21.43315924;9.92048463;7.661258206;8.095914217;12.20934093;9.990056656;11.88281247;3.19672719;2.9228447;4.223399495;4.813971361;5.195386385;4.542025861;1.651957599;14.4967835;17.35560478;24.26548568;21.02700481;23.56356814;20.29626383;14.61523927;20.89678006;3.782314382;3.205393943;2.313803385;2.466717733;4.549649412;3.989166439;5.409415126;5.339035245;2.244694794;2.38691652;4.700867119;1.409898095;3.587683609;3.212453184;4.277353081;3.816666355;4.374737958;3.098516164;13.98311532;10.59747273;11.26744948;2.600624749;15.70006321;15.35222662;12.65048822;22.35503207;20.98191013;18.46931013;26.45142451;24.70897617;24.3744432
ENSG00000084754;305.7148135;289.6396419;300.1615048;280.2805023;305.959787;290.9956362;226.0863464;221.5496237;243.6765321;229.7751784;220.9558843;229.2125887;153.2020557;161.2340132;137.3225019;164.7655248;225.6644927;205.8730776;248.8979077;216.7359453;203.3289908;218.4088126;214.9476947;214.9909664;221.7483335;224.198636;224.7869808;211.9092944;210.1216126;178.6224472;190.7174119;175.9553225;165.832741;152.4827762;160.8598637;166.7454813;169.7566938;158.1071829;151.3394578;224.7937845;241.7483386;244.7161714;212.3876439;226.4388086;227.8925127;205.8490054;242.0339561;166.7282436;168.2815483;161.3204869;170.9111676;174.5911012;176.1644026;170.9907086;170.6856818;164.9720686;150.2657857;135.2376483;121.3957421;197.2935037;189.2952587;190.488809;191.4157162;169.8275273;151.1760322;105.1428106;69.30407508;14.83474244;86.88366516;249.6689427;245.1719588;225.7428131;156.193034;156.9951282;141.4141033;175.3391799;174.5762815;177.8345381
